id,prompt,is_android_related
N-00213,Build an iOS SwiftUI shopping app checkout flow.,0
A-00111,Redesign navigation graph with nested routes for Android 14+.,1
N-00055,Create a Photoshop workflow for product photos.,0
A-00602,Stabilize DAO queries for dashboard for Android app.,1
A-00865,Implement local cache invalidation strategy with instrumentation tests.,1
A-00340,Stabilize crash-free startup flow with Espresso and JUnit.,1
A-00944,Stabilize lint and static analysis quality gate with Gradle CI tasks.,1
A-00585,Optimize error mapping for network responses with offline cache fallback.,1
A-00623,Stabilize synchronization between API and Room using Kotlin data classes.,1
A-00815,Implement synchronization between API and Room for Android app.,1
A-00900,Improve biometric login with MVVM and repository pattern.,1
A-00596,Design API client layer with offline cache fallback.,1
A-00388,Build state-driven settings screen with Compose navigation.,1
A-00100,Stabilize DAO queries for dashboard using Kotlin data classes.,1
N-00091,Improve Excel macros for monthly finance workbook.,0
A-01057,Stabilize DAO queries for dashboard for Android app.,1
N-00328,Build an iOS SwiftUI shopping app checkout flow.,0
A-01142,Build state-driven settings screen with UI tests for critical paths.,1
A-00080,Add retry and timeout handling using Retrofit and coroutines.,1
A-00810,Implement navigation graph with nested routes with ViewModel state handling.,1
A-01101,Implement Room database schema for tasks using Kotlin data classes.,1
A-01062,Optimize synchronization between API and Room using Kotlin data classes.,1
A-00503,Enforce test coverage for ViewModel layer with Gradle CI tasks.,1
A-00086,Stabilize local cache invalidation strategy with instrumentation tests.,1
A-00935,Add retry and timeout handling with clean architecture boundaries.,1
A-00924,Refactor password reset screen with MVVM and repository pattern.,1
A-00223,Create biometric login with unit tests and lint checks.,1
A-01066,Implement OAuth token refresh integrated with Retrofit APIs.,1
A-00078,Migrate synchronization between API and Room with repository layer updates.,1
N-00242,Improve Excel macros for monthly finance workbook.,0
N-00113,Improve Excel macros for monthly finance workbook.,0
A-01075,Create biometric login with unit tests and lint checks.,1
A-01098,Build API client layer with offline cache fallback.,1
N-00016,Write a LinkedIn marketing campaign plan for SaaS launch.,0
A-01171,Implement biometric login with MVVM and repository pattern.,1
N-00052,Build an iOS SwiftUI shopping app checkout flow.,0
A-00807,Improve biometric login with MVVM and repository pattern.,1
A-00640,Refactor OAuth token refresh with MVVM and repository pattern.,1
N-00274,Improve Excel macros for monthly finance workbook.,0
A-00779,Build error mapping for network responses with clean architecture boundaries.,1
N-00045,Generate SQL queries for warehouse ETL dashboard.,0
A-00085,Optimize API client layer using Retrofit and coroutines.,1
A-00829,Migrate Room database schema for tasks with repository layer updates.,1
A-00875,Implement navigation graph with nested routes with Compose navigation.,1
A-00505,Refactor OAuth token refresh integrated with Retrofit APIs.,1
A-00937,Optimize pagination for feed API with offline cache fallback.,1
A-00665,Optimize DAO queries for dashboard with instrumentation tests.,1
N-00208,Build an iOS SwiftUI shopping app checkout flow.,0
A-01003,Optimize retry and timeout handling with clean architecture boundaries.,1
N-00351,Improve Excel macros for monthly finance workbook.,0
A-00899,Stabilize DAO queries for dashboard using Kotlin data classes.,1
A-00362,Add retry and timeout handling in an Android app.,1
A-00135,Stabilize DAO queries for dashboard for Android app.,1
A-00418,Design retry and timeout handling in an Android app.,1
A-00415,Build pagination for feed API with offline cache fallback.,1
N-00174,Create a Photoshop workflow for product photos.,0
A-00455,Migrate Room database schema for tasks with repository layer updates.,1
A-00845,Refactor login and signup flow with MVVM and repository pattern.,1
A-00552,Improve test coverage for ViewModel layer for Android project.,1
A-00030,Build Material 3 dashboard layout with Compose navigation.,1
A-00836,Improve OAuth token refresh using Kotlin and Compose.,1
A-00066,Stabilize local cache invalidation strategy with instrumentation tests.,1
A-00463,Implement Material 3 dashboard layout with ViewModel state handling.,1
A-00395,Build biometric login using Kotlin and Compose.,1
A-00335,Ship navigation graph with nested routes with ViewModel state handling.,1
A-00281,Ship Jetpack Compose profile screen for Android 14+.,1
A-00970,Stabilize lint and static analysis quality gate for Android project.,1
A-01006,Ship Material 3 dashboard layout with ViewModel state handling.,1
A-00793,Optimize Room database schema for tasks for Android app.,1
A-00376,Create OAuth token refresh using Kotlin and Compose.,1
A-00765,Improve lint and static analysis quality gate with flaky test mitigation.,1
N-00130,Create a PowerPoint deck for investor updates.,0
N-00258,Design a WordPress blog theme for travel agency.,0
A-00960,Ship Material 3 dashboard layout for Android 14+.,1
N-00038,Write a LinkedIn marketing campaign plan for SaaS launch.,0
A-01028,Implement DAO queries for dashboard with repository layer updates.,1
A-00274,Ship Material 3 dashboard layout for Android 14+.,1
A-00976,Create biometric login using Kotlin and Compose.,1
N-00209,Create a Photoshop workflow for product photos.,0
A-00162,Implement Material 3 dashboard layout with UI tests for critical paths.,1
A-00735,Build API client layer using Retrofit and coroutines.,1
N-00353,Design a WordPress blog theme for travel agency.,0
N-00207,Create a Photoshop workflow for product photos.,0
N-00346,Create a PowerPoint deck for investor updates.,0
A-00475,Implement biometric login with unit tests and lint checks.,1
N-00021,Improve Excel macros for monthly finance workbook.,0
A-00472,Increase crash-free startup flow with Gradle CI tasks.,1
N-00054,Generate SQL queries for warehouse ETL dashboard.,0
A-01161,Design error mapping for network responses in an Android app.,1
N-00040,Write a LinkedIn marketing campaign plan for SaaS launch.,0
A-00546,Add retry and timeout handling with offline cache fallback.,1
N-00063,Design a WordPress blog theme for travel agency.,0
N-00053,Improve Excel macros for monthly finance workbook.,0
A-00053,Improve test coverage for ViewModel layer for Android project.,1
A-00378,Optimize local cache invalidation strategy with repository layer updates.,1
N-00399,Create a Photoshop workflow for product photos.,0
A-00218,Ship navigation graph with nested routes with UI tests for critical paths.,1
A-00384,Create password reset screen using Kotlin and Compose.,1
A-00311,Build error mapping for network responses using Retrofit and coroutines.,1
A-00560,Implement OAuth token refresh with MVVM and repository pattern.,1
N-00312,Create a PowerPoint deck for investor updates.,0
N-00104,Create a Photoshop workflow for product photos.,0
N-00327,Improve Excel macros for monthly finance workbook.,0
A-00907,Stabilize Room database schema for tasks for Android app.,1
A-00621,Implement password reset screen using Kotlin and Compose.,1
A-00842,Design error mapping for network responses with offline cache fallback.,1
A-00847,Design error mapping for network responses in an Android app.,1
A-00652,Enforce lint and static analysis quality gate with Gradle CI tasks.,1
N-00367,Design a WordPress blog theme for travel agency.,0
A-00060,Implement Room database schema for tasks with repository layer updates.,1
N-00289,Design a WordPress blog theme for travel agency.,0
A-00298,Build login and signup flow using Kotlin and Compose.,1
N-00379,Build an iOS SwiftUI shopping app checkout flow.,0
A-00377,Increase lint and static analysis quality gate for Android project.,1
A-00242,Increase lint and static analysis quality gate for Android project.,1
N-00273,Improve Excel macros for monthly finance workbook.,0
A-01091,Build error mapping for network responses using Retrofit and coroutines.,1
A-01141,Stabilize crash-free startup flow with Espresso and JUnit.,1
A-00138,Build API client layer using Retrofit and coroutines.,1
A-00650,Optimize Room database schema for tasks with repository layer updates.,1
A-00323,Migrate local cache invalidation strategy using Kotlin data classes.,1
A-01156,Add error mapping for network responses using Retrofit and coroutines.,1
N-00143,Build an iOS SwiftUI shopping app checkout flow.,0
A-00297,Build OAuth token refresh integrated with Retrofit APIs.,1
N-00377,Improve Excel macros for monthly finance workbook.,0
A-00880,Create OAuth token refresh using Kotlin and Compose.,1
A-00276,Build Jetpack Compose profile screen with UI tests for critical paths.,1
A-01072,Increase lint and static analysis quality gate for Android project.,1
N-00244,Build an iOS SwiftUI shopping app checkout flow.,0
N-00210,Create a Photoshop workflow for product photos.,0
A-00632,Stabilize local cache invalidation strategy with instrumentation tests.,1
A-00282,Stabilize instrumentation test reliability with flaky test mitigation.,1
A-00414,Refactor biometric login with unit tests and lint checks.,1
N-00200,Build an iOS SwiftUI shopping app checkout flow.,0
A-01108,Stabilize lint and static analysis quality gate for Android project.,1
A-01189,Improve login and signup flow using Kotlin and Compose.,1
A-00283,Optimize retry and timeout handling with offline cache fallback.,1
N-00136,Generate SQL queries for warehouse ETL dashboard.,0
A-00423,Enforce test coverage for ViewModel layer with flaky test mitigation.,1
A-00269,Migrate local cache invalidation strategy with instrumentation tests.,1
